dis_name,dis_description,dis_symptoms,dis_precaution,kfold,encoded_dis_name
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  vomiting  sunken eyes  diarrhoea,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",2.0,16
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  vomiting  sunken eyes  dehydration,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",3.0,16
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  vomiting  sunken eyes  dehydration  diarrhoea,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",3.0,16
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  sunken eyes  dehydration  diarrhoea,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",5.0,16
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  vomiting  dehydration  diarrhoea,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",4.0,16
gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",  vomiting  sunken eyes  diarrhoea,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",2.0,16
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",3.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  cough  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",5.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",2.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",3.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  high fever  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",1.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  high fever  breathlessness  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",3.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  high fever  breathlessness  family history,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",1.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  cough  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",5.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  cough  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",2.0,6
bronchial asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",  fatigue  high fever  breathlessness  family history  mucoid sputum,"['switch to loose cloothing', 'take deep breaths', 'get away from trigger', 'seek help']",3.0,6
hypertension,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",  headache  chest pain  dizziness  loss of balance  lack of concentration,"['meditation', 'salt baths', 'reduce stress', 'get proper sleep']",5.0,24
hypertension,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",  chest pain  dizziness  loss of balance  lack of concentration,"['meditation', 'salt baths', 'reduce stress', 'get proper sleep']",4.0,24
hypertension,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",  headache  dizziness  loss of balance  lack of concentration,"['meditation', 'salt baths', 'reduce stress', 'get proper sleep']",2.0,24
